DBMS_uriform,card_title,card_title_href,card_img_href,card_text,Description,Data Model,Query Interface,System Architecture,Website,Source Code,Tech Docs,Developer,Country of Origin,Start Year,End Year,Project Type,Written in,Supported languages,Embeds / Uses,Licenses,Operating Systems,Data_Model_mapping,has_open_source_github_repo,github_repo_link,org_name,repo_name,open_source_license
strixdb,StrixDB,https://dbdb.io/db/strixdb,https://dbdb.io/media/logos/strixdb.png.200x200_q85.png,"Last updated Sept. 9, 2020, 12:20 p.m.","StrixDB is a RDF store supporting SPARQL. It can be used as a SPARQL server with Apache HTTP Server, or as an embedded engine using a Windows DLL or as a Lua module.",Triplestore (RDF),"SPARQL,Datalog",Embedded,http://opoirel.free.fr/strixDB/,https://sourceforge.net/projects/strixdb/,http://opoirel.free.fr/strixDB/DOC/index.html,,FR,,,"Commercial,Open Source",,Lua,,Proprietary,Windows,RDF,,,,,Y
strozzi-nosql,Strozzi NoSQL,https://dbdb.io/db/strozzi-nosql,https://dbdb.io/media/logos/strozzi-nosql.jpg.200x200_q85.jpg,"Last updated June 3, 2018, 8:17 a.m.","Strozzi NoSQL is a shell-based relational database management system created by Carlo Strozzi in the late 1990s. Its name ""NoSQL"" is because users do not write queries using SQL and is not part of the NoSQL database movement of the late 2000s.",Relational,,,http://www.strozzi.it/cgi-bin/CSA/tw7/I/en_US/nosql/Home%20Page,http://www.strozzi.it/shared/nosql/,http://www.strozzi.it/cgi-bin/CSA/tw7/I/en_US/NoSQL/Documentation%20Index,Carlo Strozzi,IT,1989,,"Commercial,Open Source",,,,GPL v2,,Relational,,,,,Y
stsdb,STSdb,https://dbdb.io/db/stsdb,https://dbdb.io/media/logos/stsdb.png.200x200_q85.png,"Last updated Sept. 22, 2019, 2:05 p.m.",STSdb is a NoSQL key-value store written in C# for the Microsoft .NET environment.,Key/Value,,Embedded,http://stssoft.com/products/stsdb-4-0/,http://stsdb.com:221/svn/STSdb/,,STS Soft SC,BG,2008,,Open Source,C#,,,"GPL v2,GPL v3",,Key-value,,,,,Y
summitdb,SummitDB,https://dbdb.io/db/summitdb,https://dbdb.io/media/logos/summitdb.png.200x200_q85.png,"Last updated June 30, 2022, 10:27 p.m.","SummitDB is an in-memory, NoSQL key/value DBMS.",Key/Value,Custom API,Shared-Nothing,https://github.com/tidwall/summitdb,https://github.com/tidwall/summitdb,https://github.com/tidwall/summitdb/wiki,Josh Baker,US,2016,,"Hobby,Open Source",Go,,,MIT,,Key-value,Y,tidwall/summitdb,tidwall,summitdb,Y
surrealdb,SurrealDB,https://dbdb.io/db/surrealdb,https://dbdb.io/media/logos/surrealdb.svg,"Last updated Aug. 21, 2022, 2:59 p.m.",SurrealDB is a multi-model DBMS that supports embedded and shared-nothing deployments. It uses a hybrid data model that combines documents with explicit graph edge relationships.,"Document / XML,Graph","Custom API,SQL,HTTP / REST","Shared-Nothing,Embedded",https://surrealdb.com/,https://github.com/surrealdb/surrealdb,https://surrealdb.com/docs,SurrealDB Ltd.,GB,2016,,"Commercial,Open Source",Rust,,,Business Source License,"Linux,OS X,Windows","Document,Graph",Y,surrealdb/surrealdb,surrealdb,surrealdb,Y
swaydb,SwayDB,https://dbdb.io/db/swaydb,https://dbdb.io/media/logos/swaydb.png.200x200_q85.png,"Last updated Jan. 6, 2022, 10:49 p.m.","SwayDB is an embedded, non-blocking and type-safe NoSql database under development. It can be configured for both persistent and in-memory storage. It supports normal operations for key-value stores, and additionally supports auto expiring key values. It provides a Scala and Java API. It reaches up to 600,000 writes per second for in-memory databases and up to 300,000 for persistent databases. For transactions, SwayDB only guarantees atomicity. Log-structured merge-tree is the main underlying algorithm.",Key/Value,Custom API,Embedded,http://www.swaydb.io/,https://github.com/simerplaha/SwayDB,http://www.swaydb.io/,Simer Plaha,AU,2018,,"Commercial,Open Source",Scala,"Java,Scala",,AGPL v3,,Key-value,Y,simerplaha/SwayDB,simerplaha,SwayDB,Y
swc-db,SWC-DB,https://dbdb.io/db/swc-db,https://dbdb.io/media/logos/swcdb.png.200x200_q85.png,"Last updated Sept. 4, 2021, 7:49 a.m.","SWC-DB (""Super Wide Column Database"") is a wide-column DBMS. SWC-DB does not have Tables nor Namespaces; the number of columns is numerous with a support of a selector over column name and tags, the actual Key is a structure of Fractions and binary(bytes) data is supported by the Cell's (record's) Key or Value. SWC-DB can be described as key-value store model with support of numerous Fractions makeup the Key. Like the wide-column database known to support of a single column-qualifier the Key-Fractions in SWC-DB let use of 2^24 qualifiers(-1 ""row"") for a single record-key that consist the joined fractions. A Fraction limit is 2^24 in length and total key is 2^32 bytes. Regardless the key-value store as perception SWC-DB like wide-column databases has support for scanning and selecting cells on intervals, the extended support of scan includes scanning of multiple Columns with multiple Intervals in a Column. The master & meta columns in SWC-DB (the range locators system-columns) index/store additionally to the key-begin and key-end of a range, the minimal and maximum values of the fractions in an aligned manner that tackle the range-locator latency and access/scan multi-dimensional key letting to select F(N) without the need for scanning F(0). SWC-DB like no other database has support for several key-sequences, the column schema define the key byte sequence options Lexical (0,1,10,9) or Volumetric (0,1,9,10) or over Fractions-Count in a key (less to more). The Cell Value in SWC-DB is defined in column schema and current column-type options are PLAIN, SERIAL and COUNTER_(I8,I16,I32,I64). The possibilities of scanning over value-data depends on the column-type. All the conditions of Cell's key, Cell's value, Column's name and Column's tag with SWC-DB are done with types of Comparators that are extended to domain-object types such as partially/fully order sup/subset plus extension to volumetric on lexical. SWC-DB uses a proprietary SQL (structural query language) that suit the requirements to work with it's super wide-key. SWC-DB designed to handle Yottabytes+ on a quadrillion base of entries.","Column Family,Key/Value","Custom API,SQL,Command-line / Shell",Shared-Nothing,https://www.swcdb.org,https://github.com/kashirin-alex/swc-db,https://github.com/kashirin-alex/swc-db/tree/master/docs,Kashirin Alex,IL,2019,,"Commercial,Open Source",C++,"C,C#,C++,Java,Python,Rust",,"GPL v3,Proprietary",Linux,"Wide column,Key-value",Y,kashirin-alex/swc-db,kashirin-alex,swc-db,Y
sylvadb,SylvaDB,https://dbdb.io/db/sylvadb,https://dbdb.io/media/logos/sylva.png.200x200_q85.png,"Last updated May 29, 2018, 11:12 p.m.","Sylva (from ""silva"", a book to organize knowledge during the Renaissance) is a flexible graph database management system from researchers in Canada.",Graph,,,http://sylvadb.com/,https://github.com/CulturePlex/Sylva,,The CulturePlex Lab,CA,2009,,"Academic,Open Source",JavaScript,,,AGPL v3,,Graph,Y,CulturePlex/Sylva,CulturePlex,Sylva,Y
system-g,System G,https://dbdb.io/db/system-g,https://dbdb.io/media/logos/systemg.jpg.200x200_q85.jpg,"Last updated May 28, 2018, 10:35 a.m.","IBM System G is a framework for graph processing workloads. It includes a graph database (called the ""native store"") that handles various graphs, property graphs, and RDF-like graphs.",Graph,,,http://systemg.research.ibm.com/,,http://systemg.research.ibm.com/download.html#document,IBM,US,2009,,"Industrial Research,Open Source",,,,,,Graph,,,,,
tabdb,TabDB,https://dbdb.io/db/tabdb,https://dbdb.io/media/logos/tabdb.png.200x200_q85.png,"Last updated May 12, 2020, 9:51 p.m.","TabDB is a relational DBMS that uses JavaScript to store data in web browser tabs as titles. To execute a query, it retrieves the tabs' titles, concatenates it, unzips it, and loads it into an in-memory SQLite database.",Relational,SQL,,https://tabdb.io,https://github.com/kkuchta/tabdb,,Kevin Kuchta,US,2019,,"Hobby,Open Source",JavaScript,,,,,Relational,Y,kkuchta/tabdb,kkuchta,tabdb,Y
taffydb,TaffyDB,https://dbdb.io/db/taffydb,https://dbdb.io/media/logos/taffydb.svg,"Last updated June 26, 2022, 11:32 p.m.",TaffyDB is an in-memory embedded DBMS engine written in JavaScript.,Document / XML,,Embedded,http://taffydb.com/,https://github.com/typicaljoe/taffydb,,Ian Smith,US,2009,,Open Source,JavaScript,JavaScript,,MIT,,Document,Y,typicaljoe/taffydb,typicaljoe,taffydb,Y
tajo,Tajo,https://dbdb.io/db/tajo,https://dbdb.io/media/logos/tajo.png.200x200_q85.png,"Last updated Sept. 4, 2022, 11:03 p.m.",Apache Tajo is a distributed relational data warehouse system for Apache Hadoop.,Relational,,Shared-Disk,http://tajo.apache.org/,https://git-wip-us.apache.org/repos/asf?p=tajo.git,http://tajo.apache.org/docs/current/,Korea University,KR,2012,,Open Source,,,,Apache v2,,Relational,,,,,Y
tarantool,Tarantool,https://dbdb.io/db/tarantool,https://dbdb.io/media/logos/tarantool.png.200x200_q85.png,"Last updated Jan. 5, 2022, 9:31 p.m.","Tarantool is an integration of a Lua application server and a database management system. The DBMS was originally developed as an in-memory NoSQL DBMS, and later it was extended with a disk storage engine option. Tarantool's in-memory engine is lock-free. It uses cooperative multitasking to handle thousands of connections simultaneously. There is a fixed number of independent execution threads and they do not share state. The disk-based storage engine also exploits the advantage of single-threaded requests and hence avoid unnecessary synchronization overhead. Tarantool also supports secondary indexes, asynchronous replication, and some SQL operations.",Key/Value,"Custom API,Stored Procedures,Command-line / Shell",Shared-Nothing,https://tarantool.io,https://github.com/tarantool/tarantool,https://tarantool.io/en/doc/1.10/,Tarantool,RU,2008,,"Commercial,Open Source",C,"C,C++,Lua,Python",,BSD,Linux,Key-value,Y,tarantool/tarantool,tarantool,tarantool,Y
tayzgrid,TayzGrid,https://dbdb.io/db/tayzgrid,https://dbdb.io/media/logos/tayzgrid.png.200x200_q85.png,"Last updated Jan. 5, 2022, 9:32 p.m.",TayzGrid is an elastic in-memory data grid with a peer to peer dynamic clustering architecture.,Object-Oriented,,,http://www.alachisoft.com/tayzgrid/,http://www.alachisoft.com/download-tayzgrid-oss-tar.html,http://www.alachisoft.com/resources/docs/#tayzgrid,Alachisoft,US,,,"Commercial,Open Source",Java,Java,,Proprietary,"All OS with Java VM,Linux,Windows",Object oriented,,,,,Y
tdengine,TDengine,https://dbdb.io/db/tdengine,https://dbdb.io/media/logos/std-blue.png.200x200_q85.png,"Last updated Oct. 24, 2022, 1:14 a.m.","TDengine™ is a popular open-source data platform purpose-built for time-series data. With over 19,000 stars on GitHub and hundreds of new instances daily, TDengine is used in over 50 countries worldwide. Compared with other time-series databases (TSDB), TDengine differentiates itself with its high performance, cloud native design, and built-in caching, stream processing, and data subscription features, making it a comprehensive but simplified solution for time-series data processing. In addition, TDengine’s kernel and clustering feature are made available under an open-source license. The TDengine Team is fully committed to maintaining this open development model and believes that no software can win the market unless its core functionalities are fully open. TDengine was founded and is developed by a group of engineers with passion, proven track records, and keen insights into time-series data. Our mission is to make developers successful by providing the best products and services and maintaining an active developer community. It has offices in both Silicon Valley and Beijing.",Relational,"Custom API,SQL,HTTP / REST,Command-line / Shell",Shared-Nothing,https://tdengine.com/,https://github.com/taosdata/TDengine,https://docs.tdengine.com/,TDengine,CN,2017,,"Commercial,Open Source",C,"C,C#,C++,Go,Java,JavaScript,PHP,Python,Rust,SQL",,AGPL v3,"Linux,OS X,Windows",Relational,Y,taosdata/TDengine,taosdata,TDengine,Y
tendis,Tendis,https://dbdb.io/db/tendis,https://dbdb.io/media/logos/tendis.svg,"Last updated June 27, 2022, 9:58 p.m.",Tendis is a distributed DBMS that is compatible with the Redis protocol.,Key/Value,Custom API,Shared-Nothing,http://tendis.cn/,https://github.com/Tencent/Tendis,,Tencent,CN,2018,,Open Source,C++,,,GPL v3,,Key-value,Y,Tencent/Tendis,Tencent,Tendis,Y
tensorbase,TensorBase,https://dbdb.io/db/tensorbase,https://dbdb.io/media/logos/tensorbase.png.200x200_q85.png,"Last updated June 24, 2021, 9:04 p.m.",TensorBase is a OLAP query engine designed to execute on Apache Arrow data sets.,Relational,SQL,Shared-Disk,https://tensorbase.io,https://github.com/tensorbase/tensorbase,,,CN,2020,,Open Source,Rust,,,Apache v2,,Relational,Y,tensorbase/tensorbase,tensorbase,tensorbase,Y
tera,Tera,https://dbdb.io/db/tera,,"Last updated June 9, 2021, 8:54 p.m.","Tera is a 100 PBs level, real-time high performance distributed NoSQL database. The storage architecture of Tera is based on Google's BigTable and targeted for real-time applications, mainly for Baidu's own services such as its very own web crawling engine, Spider. Design choices are made based on the challenging contexts of Baidu's webpage indexing services, leading to requirements of scalability and very high real-time performance (over hundreds of billions QPS). Besides the web crawling engine, Tera is widely used in other services of Baidu with various requirements, ranging from throughput-oriented applications to latency-sensitive service, including web indexing, WebPage DB, LinkBase DB, etc. Tera is able to support hundreds of millions QPS in terms of random reads and writes, 100,000 billions level of records and hundreds of PB volumns of data. It replaced the former Hadoop based storage system in Baidu, which lacked scalability and timeliness due to its nature of heavy MapReduce programs usage. Tera supports a global ordering of all records, which facilitates the statistical analysis of intervals, as well as automatic loading balancing and MVCC.",Column Family,SQL,Shared-Disk,https://github.com/baidu/tera,https://github.com/baidu/tera,,"Baidu, Inc.",CN,2014,,"Commercial,Open Source",C++,C++,,BSD,Linux,Wide column,Y,baidu/tera,baidu,tera,Y
terarkdb,TerarkDB,https://dbdb.io/db/terarkdb,https://dbdb.io/media/logos/terark.png.200x200_q85.png,"Last updated Dec. 29, 2020, 3:49 a.m.","TerarkDB was forked from RocksDB v5.18.3, most of its features are the same as RocksDB but for some cases, TerarkDB has much better performance.",Key/Value,Custom API,Embedded,https://github.com/bytedance/terarkdb,https://github.com/bytedance/terarkdb,https://bytedance.feishu.cn/docs/doccnZmYFqHBm06BbvYgjsHHcKc,Bytedance Engineering Team,CN,2016,,Open Source,C++,"C,C++,Java",,Apache v2,Linux,Key-value,Y,bytedance/terarkdb,bytedance,terarkdb,Y
terminusdb,TerminusDB,https://dbdb.io/db/terminusdb,https://dbdb.io/media/logos/terminusdb.png.200x200_q85.png,"Last updated Jan. 12, 2020, 6:50 a.m.",TerminusDB is an open-source model driven graph DBMS designed for knowledge graph representation.,"Document / XML,Graph,Triplestore (RDF)","Custom API,Datalog",,https://terminusdb.com/,https://github.com/terminusdb/terminusdb,,TerminusDB,IE,2019,,"Commercial,Open Source","Prolog,Rust","Prolog,Rust",,GPL v3,,"Document,Graph,RDF",Y,terminusdb/terminusdb,terminusdb,terminusdb,Y
terrastore,Terrastore,https://dbdb.io/db/terrastore,https://dbdb.io/media/logos/terrastore.png.200x200_q85.png,"Last updated July 22, 2019, 6:29 p.m.",Terrastore was a distributed document DBMS that provided per-document consistency guarantees.,Document / XML,Custom API,,http://code.google.com/p/terrastore/,http://code.google.com/p/terrastore/,,Sergio Bossa,GB,2009,2011,Open Source,Java,,,Apache v2,,Document,,,,,Y
thinksql,ThinkSQL,https://dbdb.io/db/thinksql,https://dbdb.io/media/logos/thinksql.jpg.200x200_q85.jpg,"Last updated May 6, 2020, 9:55 a.m.",ThinkSQL is a relational DBMS that supports SQL written in Pascal.,Relational,SQL,Shared-Everything,http://www.thinksql.co.uk/,https://github.com/ggaughan/ThinkSQL,,,GB,2000,,"Commercial,Open Source",Pascal,,,,,Relational,Y,ggaughan/ThinkSQL,ggaughan,ThinkSQL,Y
thrudb,ThruDB,https://dbdb.io/db/thrudb,https://dbdb.io/media/logos/thrudb.png.200x200_q85.png,"Last updated Oct. 9, 2019, 10:52 p.m.",ThruDB was a collection of database services built on top of the Thrift framework. It supported multiple storage back-ends.,,,,http://thrudb.org/,https://code.google.com/archive/p/thrudb/,,Jake Luciani,US,2006,2008,Open Source,C++,,Berkeley DB,BSD,,,,,,,Y
tidb,TiDB,https://dbdb.io/db/tidb,https://dbdb.io/media/logos/ti-db.svg,"Last updated Sept. 20, 2022, 2:50 p.m.","TiDB is an open-source distributed SQL database that supports Hybrid Transactional and Analytical Processing (HTAP) workloads. It is MySQL compatible and features horizontal scalability, strong consistency, and high availability. The goal of TiDB is to provide users with a one-stop database solution that covers OLTP (Online Transactional Processing) and Real-time Analytics. TiDB is suitable for various use cases that require high availability, strong consistency, and real-time analytics with large-scale data. TiDB Cloud (https://tidbcloud.com/) is the fully-managed TiDB service on public cloud.",Key/Value,SQL,Shared-Nothing,https://www.pingcap.com/,https://github.com/pingcap/tidb,,PingCAP,CN,2015,,"Commercial,Open Source",Go,,TiKV,Apache v2,,Key-value,Y,pingcap/tidb,pingcap,tidb,Y
